hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,reservation_status,reservation_status_date
Resort Hotel,0,4.30E+01,2015,October,43,24,2,2,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,10/28/2015
Resort Hotel,0,4.10E+01,2015,October,43,18,4,6,2.00E+00,1,0,FRA,Direct,Direct,0,0,C,0,No Deposit,Transient-Party,Check-Out,10/28/2015
Resort Hotel,0,5.00E+00,2015,October,44,26,1,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,10/28/2015
Resort Hotel,1,3.30E+01,2015,November,45,1,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,0,1,A,0,No Deposit,Transient,No-Show,11/1/2015
Resort Hotel,0,6.00E+00,2016,April,15,6,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,1,1,A,2,No Deposit,Transient,Check-Out,4/8/2016
Resort Hotel,0,0.00E+00,2015,October,44,26,1,1,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/28/2015
Resort Hotel,0,0.00E+00,2015,October,44,27,0,1,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,10/28/2015
Resort Hotel,0,0.00E+00,2015,October,44,27,0,1,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,10/28/2015
Resort Hotel,0,0.00E+00,2016,April,18,26,0,1,1.00E+00,0,0,PRT,Direct,Direct,1,1,A,0,No Deposit,Transient,Check-Out,4/27/2016
Resort Hotel,0,1.01E+02,2015,October,43,22,2,5,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,2.10E+01,2015,October,43,22,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,1.15E+02,2015,October,43,22,2,5,3.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,0.00E+00,2015,October,44,26,1,2,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,0.00E+00,2015,November,46,9,1,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,1,A,0,No Deposit,Transient,Check-Out,11/11/2015
Resort Hotel,0,0.00E+00,2015,December,52,22,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,2,A,0,No Deposit,Transient,Check-Out,12/23/2015
Resort Hotel,0,0.00E+00,2016,September,38,13,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,1,3,A,0,No Deposit,Transient,Check-Out,9/15/2016
Resort Hotel,0,0.00E+00,2016,November,45,2,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,1,4,A,1,No Deposit,Transient,Check-Out,11/4/2016
Resort Hotel,0,1.00E+00,2017,March,11,14,0,3,1.00E+00,0,0,PRT,Corporate,Corporate,1,5,A,0,No Deposit,Transient,Check-Out,3/17/2017
Resort Hotel,0,3.80E+01,2015,October,43,22,2,5,2.00E+00,1,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,2.00E+00,2015,October,44,28,0,1,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,1,2.00E+00,2016,February,6,3,0,1,1.00E+00,0,0,PRT,Direct,Direct,1,1,A,0,No Deposit,Transient,Canceled,2/2/2016
Resort Hotel,0,7.00E+00,2016,March,10,1,0,1,1.00E+00,0,0,PRT,Direct,Direct,1,1,A,0,No Deposit,Transient,Check-Out,3/2/2016
Resort Hotel,0,4.50E+01,2015,October,43,22,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,10/29/2015
Resort Hotel,0,1.21E+02,2015,October,43,18,4,7,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,0.00E+00,2015,October,44,28,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient-Party,Check-Out,10/29/2015
Resort Hotel,0,9.00E+00,2015,October,43,24,2,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,2.20E+01,2015,October,44,27,0,2,1.00E+00,0,0,AUS,Offline TA/TO,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,2.10E+01,2015,October,43,22,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,0,2.10E+01,2015,October,43,22,2,5,2.00E+00,0,1,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/29/2015
Resort Hotel,1,2.89E+02,2015,November,47,20,1,2,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,No Deposit,Transient-Party,Canceled,10/29/2015
Resort Hotel,1,2.89E+02,2015,November,47,20,1,2,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,No Deposit,Transient-Party,Canceled,10/29/2015
Resort Hotel,0,1.40E+01,2015,October,44,26,1,3,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,0.00E+00,2015,November,48,23,1,2,1.00E+00,0,0,PRT,Corporate,Corporate,1,1,A,0,No Deposit,Transient,Check-Out,11/26/2015
Resort Hotel,0,6.00E+00,2015,December,50,9,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,1,2,A,0,No Deposit,Transient,Check-Out,12/11/2015
Resort Hotel,0,1.00E+01,2015,December,52,21,1,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,3,A,0,No Deposit,Transient,Check-Out,12/23/2015
Resort Hotel,0,0.00E+00,2016,January,4,18,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,1,4,A,0,No Deposit,Transient,Check-Out,1/19/2016
Resort Hotel,0,2.40E+01,2016,May,22,23,1,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,5,A,1,No Deposit,Transient,Check-Out,5/25/2016
Resort Hotel,0,0.00E+00,2015,October,44,29,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,1.00E+00,2015,November,45,4,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,1,A,0,No Deposit,Transient,Check-Out,11/5/2015
Resort Hotel,1,1.00E+00,2015,November,46,11,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,2,A,0,No Deposit,Transient,Canceled,11/11/2015
Resort Hotel,0,0.00E+00,2015,November,46,12,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,2,A,0,No Deposit,Transient,Check-Out,11/13/2015
Resort Hotel,0,0.00E+00,2015,November,48,25,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,1,3,A,0,No Deposit,Transient,Check-Out,11/27/2015
Resort Hotel,0,0.00E+00,2015,November,49,30,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,1,4,A,0,No Deposit,Transient,Check-Out,12/1/2015
Resort Hotel,0,0.00E+00,2015,December,51,16,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,5,A,0,No Deposit,Transient,Check-Out,12/17/2015
Resort Hotel,0,0.00E+00,2015,December,53,28,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,1,6,A,0,No Deposit,Transient,Check-Out,12/29/2015
Resort Hotel,0,0.00E+00,2016,January,4,21,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,7,A,0,No Deposit,Transient,Check-Out,1/22/2016
Resort Hotel,0,0.00E+00,2016,February,6,3,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,8,A,0,No Deposit,Transient,Check-Out,2/4/2016
Resort Hotel,0,0.00E+00,2016,February,7,10,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,9,A,0,No Deposit,Transient,Check-Out,2/11/2016
Resort Hotel,0,0.00E+00,2016,February,9,23,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,10,A,0,No Deposit,Transient,Check-Out,2/24/2016
Resort Hotel,0,0.00E+00,2016,March,12,15,0,1,1.00E+00,0,0,PRT,Direct,Corporate,1,11,A,0,No Deposit,Transient,Check-Out,3/16/2016
Resort Hotel,0,0.00E+00,2016,March,13,22,0,1,1.00E+00,0,0,PRT,Direct,Corporate,1,12,A,0,No Deposit,Transient,Check-Out,3/23/2016
Resort Hotel,0,0.00E+00,2016,April,15,7,0,1,1.00E+00,0,0,PRT,Direct,Corporate,1,13,A,0,No Deposit,Transient,Check-Out,4/8/2016
Resort Hotel,0,0.00E+00,2016,April,16,13,0,1,1.00E+00,0,0,PRT,Direct,Corporate,1,14,A,0,No Deposit,Transient,Check-Out,4/14/2016
Resort Hotel,0,1.00E+00,2016,April,17,22,0,0,1.00E+00,0,0,PRT,Direct,Corporate,1,15,A,0,No Deposit,Transient,Check-Out,4/22/2016
Resort Hotel,0,0.00E+00,2016,May,19,4,0,1,1.00E+00,0,0,PRT,Direct,Corporate,1,16,A,0,No Deposit,Transient,Check-Out,5/5/2016
Resort Hotel,0,0.00E+00,2016,May,23,31,0,2,1.00E+00,0,0,PRT,Direct,Corporate,1,17,A,0,No Deposit,Transient,Check-Out,6/2/2016
Resort Hotel,0,0.00E+00,2016,June,27,29,0,1,1.00E+00,0,0,PRT,Direct,Corporate,1,18,A,0,No Deposit,Transient,Check-Out,6/30/2016
Resort Hotel,0,1.00E+00,2016,August,32,3,0,1,1.00E+00,0,0,PRT,Direct,Corporate,1,19,A,0,No Deposit,Transient,Check-Out,8/4/2016
Resort Hotel,0,0.00E+00,2016,October,44,26,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,20,A,0,No Deposit,Group,Check-Out,10/27/2016
Resort Hotel,0,0.00E+00,2016,November,48,24,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,21,A,0,No Deposit,Transient,Check-Out,11/25/2016
Resort Hotel,0,0.00E+00,2016,December,53,28,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,22,A,0,No Deposit,Transient,Check-Out,12/29/2016
Resort Hotel,0,0.00E+00,2017,January,2,11,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,23,A,0,No Deposit,Transient,Check-Out,1/12/2017
Resort Hotel,0,0.00E+00,2017,January,5,31,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,24,A,0,No Deposit,Transient,Check-Out,2/1/2017
Resort Hotel,0,0.00E+00,2017,April,15,11,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,25,A,0,No Deposit,Transient,Check-Out,4/12/2017
Resort Hotel,0,0.00E+00,2017,June,22,1,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,26,A,0,No Deposit,Transient,Check-Out,6/2/2017
Resort Hotel,0,0.00E+00,2015,October,44,29,0,1,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,5.00E+00,2015,October,44,27,0,3,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,10/30/2015
Resort Hotel,0,6.10E+01,2015,October,44,29,0,1,2.00E+00,0,0,CHE,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,7.00E+00,2015,October,44,28,0,2,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,1.00E+00,2015,October,44,29,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,1.00E+00,2016,March,10,2,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,1,A,0,No Deposit,Transient,Check-Out,3/3/2016
Resort Hotel,0,1.00E+00,2015,October,44,29,0,1,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,0.00E+00,2015,October,44,26,1,3,2.00E+00,0,0,FRA,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,10/30/2015
Resort Hotel,0,5.00E+00,2015,October,44,27,0,3,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,10/30/2015
Resort Hotel,0,1.29E+02,2015,October,44,25,2,4,2.00E+00,0,0,FRA,Online TA,TA/TO,0,0,A,2,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,5.00E+00,2015,October,44,25,2,4,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,7.90E+01,2015,October,44,29,0,2,2.00E+00,0,0,IRL,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,7.90E+01,2015,October,44,29,0,2,2.00E+00,0,0,IRL,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,8.00E+00,2015,October,44,30,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,10/31/2015
Resort Hotel,0,8.00E+00,2015,October,44,30,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,10/31/2015
Resort Hotel,0,1.00E+00,2015,October,44,30,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,8.80E+01,2015,October,43,24,2,5,2.00E+00,2,0,IRL,Direct,Direct,0,0,G,0,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,1.03E+02,2015,October,43,24,2,5,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,1,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,8.80E+01,2015,October,44,25,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,1,No Deposit,Contract,Check-Out,11/1/2015
Resort Hotel,0,0.00E+00,2015,October,44,30,0,1,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,1.15E+02,2015,October,44,25,2,4,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,10/31/2015
Resort Hotel,0,1.30E+02,2015,October,43,24,2,5,2.00E+00,2,0,GBR,Offline TA/TO,TA/TO,0,0,C,0,No Deposit,Contract,Check-Out,10/31/2015
Resort Hotel,0,1.30E+02,2015,October,43,24,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,3,No Deposit,Contract,Check-Out,10/31/2015
Resort Hotel,0,9.00E+00,2015,October,44,30,0,1,1.00E+00,0,0,PRT,Direct,Direct,0,0,F,1,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,9.00E+00,2015,October,44,30,0,1,1.00E+00,0,0,PRT,Direct,Direct,0,0,F,0,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,0.00E+00,2015,October,44,28,0,3,1.00E+00,0,0,PRT,Direct,Direct,0,0,D,5,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,0,0.00E+00,2015,October,44,28,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,2,No Deposit,Transient,Check-Out,10/31/2015
Resort Hotel,1,1.55E+02,2015,October,44,31,1,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Canceled,10/31/2015
Resort Hotel,0,9.00E+00,2016,October,44,29,2,1,2.00E+00,0,0,PRT,Groups,Direct,1,0,A,2,No Deposit,Transient,Check-Out,11/1/2016
Resort Hotel,0,1.01E+02,2015,October,43,18,4,10,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,11/1/2015
Resort Hotel,0,2.00E+01,2015,October,44,27,0,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,4.80E+01,2015,October,44,25,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,11/1/2015
Resort Hotel,0,4.80E+01,2015,October,44,25,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,11/1/2015
Resort Hotel,0,1.59E+02,2015,October,44,25,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,11/1/2015
Resort Hotel,0,1.11E+02,2015,October,43,18,4,10,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,3.00E+00,2015,October,44,31,0,1,1.00E+00,0,0,PRT,Complementary,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,3.00E+00,2015,October,44,31,0,1,1.00E+00,0,0,PRT,Complementary,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.53E+02,2015,October,44,29,0,3,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.53E+02,2015,October,44,29,0,3,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.55E+02,2015,October,44,31,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.54E+02,2015,October,44,30,0,2,1.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,2.00E+00,2015,October,44,31,0,1,2.00E+00,0,0,CHE,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,0.00E+00,2016,October,44,29,0,1,2.00E+00,0,0,PRT,Direct,Direct,1,1,A,0,No Deposit,Transient,Check-Out,10/30/2016
Resort Hotel,0,1.55E+02,2015,October,44,31,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.53E+02,2015,October,44,29,0,3,1.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.55E+02,2015,October,44,31,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,2.00E+00,2015,October,44,30,0,2,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.53E+02,2015,October,44,29,0,3,1.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,4.00E+00,2015,October,44,30,0,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,4.00E+00,2015,October,44,31,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,8.80E+01,2015,October,44,25,2,5,2.00E+00,1,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,11/1/2015
Resort Hotel,0,7.40E+01,2015,October,44,25,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,1.00E+00,2015,October,44,31,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/1/2015
Resort Hotel,0,2.00E+00,2016,February,8,14,1,0,2.00E+00,0,0,PRT,Online TA,TA/TO,1,1,A,0,No Deposit,Transient,Check-Out,2/15/2016
Resort Hotel,1,3.30E+01,2015,November,45,1,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,No-Show,11/1/2015
Resort Hotel,0,6.00E+00,2016,November,47,14,1,3,1.00E+00,0,0,PRT,Corporate,Corporate,1,0,A,0,No Deposit,Transient,Check-Out,11/18/2016
Resort Hotel,0,1.70E+01,2015,October,44,29,1,3,2.00E+00,0,0,NLD,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,11/2/2015
Resort Hotel,0,5.80E+01,2016,September,40,25,2,4,2.00E+00,0,0,NLD,Direct,Direct,1,1,E,0,No Deposit,Transient,Check-Out,10/1/2016
Resort Hotel,0,1.10E+01,2015,October,44,30,1,2,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Transient-Party,Check-Out,11/2/2015
Resort Hotel,0,0.00E+00,2015,November,45,1,1,0,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/2/2015
Resort Hotel,0,1.00E+00,2015,October,44,31,1,1,2.00E+00,1,0,ESP,Direct,Direct,0,0,C,1,No Deposit,Transient,Check-Out,11/2/2015
Resort Hotel,0,0.00E+00,2015,November,45,1,1,0,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Group,Check-Out,11/2/2015
Resort Hotel,0,3.00E+00,2015,October,44,30,1,2,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/2/2015
Resort Hotel,0,6.00E+00,2015,November,45,1,1,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/2/2015
Resort Hotel,0,5.00E+00,2015,October,44,27,1,5,2.00E+00,0,0,NLD,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/2/2015
Resort Hotel,0,3.00E+00,2015,October,44,27,2,5,2.00E+00,1,0,FIN,Online TA,TA/TO,0,0,H,1,No Deposit,Transient,Check-Out,11/3/2015
Resort Hotel,0,0.00E+00,2015,November,45,2,1,0,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/3/2015
Resort Hotel,0,7.40E+01,2015,October,44,30,2,2,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,11/3/2015
Resort Hotel,0,0.00E+00,2015,November,45,1,2,0,2.00E+00,0,0,NLD,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/3/2015
Resort Hotel,0,6.00E+00,2015,November,45,1,2,1,1.00E+00,0,0,NLD,Online TA,TA/TO,0,0,D,3,No Deposit,Transient,Check-Out,11/4/2015
Resort Hotel,0,6.00E+00,2015,November,45,1,2,1,2.00E+00,0,0,NLD,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,11/4/2015
Resort Hotel,0,1.00E+00,2015,November,45,3,0,1,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/4/2015
Resort Hotel,0,4.00E+00,2015,November,45,2,1,1,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/4/2015
Resort Hotel,0,0.00E+00,2015,November,45,2,1,1,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,11/4/2015
Resort Hotel,0,0.00E+00,2016,January,4,18,1,1,1.00E+00,0,0,PRT,Direct,Direct,1,1,A,0,No Deposit,Transient,Check-Out,1/20/2016
Resort Hotel,0,0.00E+00,2015,November,45,2,1,1,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,11/4/2015
Resort Hotel,0,4.00E+00,2015,November,45,3,0,1,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/4/2015
Resort Hotel,0,0.00E+00,2015,November,45,3,0,2,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,11/5/2015
Resort Hotel,0,6.00E+00,2015,November,45,3,0,2,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/5/2015
Resort Hotel,0,5.00E+00,2016,January,2,5,0,2,1.00E+00,0,0,PRT,Online TA,TA/TO,1,1,A,0,No Deposit,Transient,Check-Out,1/7/2016
Resort Hotel,0,4.00E+00,2016,February,7,10,0,1,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,1,2,A,0,No Deposit,Transient,Check-Out,2/11/2016
Resort Hotel,0,1.10E+01,2016,March,10,4,0,2,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,1,3,A,0,No Deposit,Transient,Check-Out,3/6/2016
Resort Hotel,0,3.00E+00,2016,March,11,8,0,2,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,1,4,A,0,No Deposit,Transient-Party,Check-Out,3/10/2016
Resort Hotel,0,1.00E+01,2016,May,19,3,0,2,1.00E+00,0,0,PRT,Corporate,TA/TO,1,5,A,0,No Deposit,Transient,Check-Out,5/5/2016
Resort Hotel,0,1.13E+02,2015,October,44,31,2,3,2.00E+00,0,0,SWE,Direct,Direct,0,0,D,0,No Deposit,Transient,Check-Out,11/5/2015
Resort Hotel,0,0.00E+00,2015,November,45,4,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,2,No Deposit,Transient-Party,Check-Out,11/6/2015
Resort Hotel,0,0.00E+00,2015,November,45,4,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,1,No Deposit,Transient-Party,Check-Out,11/6/2015
Resort Hotel,0,0.00E+00,2015,November,45,4,0,2,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,1,No Deposit,Transient-Party,Check-Out,11/6/2015
Resort Hotel,0,1.00E+00,2015,November,45,4,0,1,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/5/2015
Resort Hotel,0,1.00E+00,2016,February,7,11,0,1,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,1,1,A,0,No Deposit,Transient,Check-Out,2/12/2016
Resort Hotel,0,0.00E+00,2016,October,44,26,0,1,1.00E+00,0,0,PRT,Offline TA/TO,Direct,1,2,A,0,No Deposit,Transient,Check-Out,10/27/2016
Resort Hotel,0,6.00E+00,2015,November,45,3,0,2,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,11/5/2015
Resort Hotel,0,1.00E+00,2015,November,45,4,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,11/5/2015
Resort Hotel,0,0.00E+00,2017,January,5,31,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,1,1,A,1,No Deposit,Transient,Check-Out,2/1/2017
